;Mittlerer Schulabschluss;548;e;478;e;1026;e;528;e;420;e;948;e;641;e;457;e;1098;e;856;e;483;e;1339;e;1161;e;734;e;1895;e;801;e;503;e;1304;e;684;e;413;e;1097;e;656;e;397;e;1053;e;925;e;552;e;1477;e;1024;e;732;e;1756;e;1014;e;656;e;1670;e;1048;e;711;e;1759;e;997;e;672;e;1669;e;934;e;769;e;1703;e;1089;e;720;e;1809;e;926;e;664;e;1590;e;1075;e;742;e;1817;e;877;e;559;e;1436;e;1089;e;718;e;1807;e;999;e;636;e;1635;e;1212;e;735;e;1947;e;1059;e;666;e;1725;e;885;e;702;e;1584;e;970;e;761;e;1731;e;950;e;765;e;1715;e;1173;e;830;e;2003;e
;Fachhochschulreife;13;e;-;;13;e;-;;-;;-;;4;e;2;e;6;e;3;e;1;e;4;e;5;e;2;e;7;e;10;e;8;e;18;e;-;;-;;-;;9;e;4;e;13;e;16;e;9;e;25;e;52;e;58;e;110;e;58;e;48;e;106;e;65;e;40;e;105;e;72;e;78;e;150;e;59;e;71;e;130;e;59;e;60;e;119;e;57;e;93;e;150;e;51;e;56;e;107;e;152;e;100;e;252;e;-;;-;;-;;-;;-;;-;;93;e;132;e;225;e;-;;-;;3;e;168;e;165;e;333;e;138;e;129;e;267;e;117;e;107;e;224;e;133;e;148;e;281;e
;Allgemeine Hochschulreife;171;e;187;e;358;e;129;e;142;e;271;e;108;e;142;e;250;e;129;e;135;e;264;e;141;e;136;e;277;e;117;e;105;e;222;e;124;e;121;e;245;e;118;e;133;e;251;e;196;e;137;e;333;e;184;e;219;e;403;e;156;e;163;e;319;e;154;e;129;e;283;e;170;e;174;e;344;e;162;e;193;e;355;e;192;e;215;e;407;e;198;e;197;e;395;e;186;e;153;e;339;e;174;e;141;e;315;e;257;e;265;e;522;e;242;e;266;e;508;e;285;e;306;e;591;e;237;e;240;e;477;e;279;e;303;e;582;e;262;e;295;e;557;e;285;e;289;e;574;e;252;e;399;e;651;e
;Insgesamt;3084;e;2393;e;5477;e;2830;e;2076;e;4906;e;3423;e;2155;e;5578;e;3413;e;2135;e;5548;e;4194;e;2605;e;6799;e;4078;e;2550;e;6628;e;3627;e;2244;e;5871;e;3516;e;2120;e;5636;e;5086;e;2913;e;7999;e;5045;e;3392;e;8437;e;4914;e;3128;e;8042;e;4951;e;3071;e;8022;e;4901;e;3196;e;8097;e;4472;e;3220;e;7692;e;4232;e;2830;e;7062;e;3863;e;2728;e;6591;e;4031;e;2708;e;6739;e;3694;e;2592;e;6286;e;3656;e;2496;e;6152;e;3469;e;2218;e;5687;e;4773;e;2934;e;7707;e;3636;e;2415;e;6051;e;3456;e;2478;e;5934;e;3207;e;2330;e;5537;e;3250;e;2472;e;5722;e;3676;e;2948;e;6624;e
Insgesamt;Ohne Ersten Schulabschluss;53855;e;29113;e;82968;e;53833;e;29928;e;83761;e;56041;e;30560;e;86601;e;56779;e;32102;e;88881;e;54395;e;30919;e;85314;e;53481;e;30611;e;84092;e;52565;e;29647;e;82212;e;49756;e;28396;e;78152;e;47857;e;28040;e;75897;e;44248;e;26299;e;70547;e;39872;e;25046;e;64918;e;35506;e;22848;e;58354;e;32351;e;20707;e;53058;e;29874;e;19686;e;49560;e;28731;e;18917;e;47648;e;27829;e;18466;e;46295;e;28348;e;18602;e;46950;e;29087;e;18348;e;47435;e;30444;e;18749;e;49193;e;32853;e;19827;e;52680;e;33573;e;20025;e;53598;e;33177;e;19653;e;52833;e;27933;e;17139;e;45072;e;29428;e;18062;e;47490;e;32190;e;20077;e;52262;e;33665;e;22043;e;55708;e
;Erster Schulabschluss;138780;e;102290;e;241070;e;137983;e;101418;e;239401;e;134658;e;99682;e;234340;e;135315;e;100812;e;236127;e;137165;e;101581;e;238746;e;141182;e;105012;e;246194;e;141745;e;104492;e;246237;e;136792;e;100920;e;237712;e;136985;e;100262;e;237247;e;131190;e;97426;e;228616;e;120642;e;89739;e;210381;e;110085;e;81872;e;191957;e;103904;e;75849;e;179753;e;97595;e;71065;e;168660;e;91714;e;65784;e;157498;e;88228;e;63086;e;151314;e;86078;e;60571;e;146649;e;82594;e;57354;e;139948;e;82366;e;56877;e;139243;e;80198;e;54191;e;134389;e;80940;e;52578;e;133515;e;79830;e;52638;e;132468;e;74604;e;49083;e;123687;e;73556;e;48731;e;122282;e;74198;e;51026;e;125224;e;76717;e;53605;e;130322;e
;Mittlerer Schulabschluss;178177;e;192364;e;370541;e;179982;e;194313;e;374295;e;179651;e;193159;e;372810;e;182129;e;194416;e;376545;e;182569;e;194442;e;377011;e;186523;e;197485;e;384008;e;203150;e;216640;e;419790;e;195881;e;202868;e;398749;e;196690;e;201486;e;398176;e;195430;e;197207;e;392637;e;186665;e;186838;e;373503;e;179888;e;181492;e;361380;e;176425;e;174431;e;350856;e;172048;e;167710;e;339758;e;174100;e;170427;e;344527;e;190976;e;186388;e;377364;e;191320;e;184471;e;375791;e;188949;e;181145;e;370094;e;189068;e;180162;e;369230;e;184039;e;172773;e;356812;e;177030;e;164574;e;341604;e;173385;e;164193;e;337578;e;171504;e;161535;e;333039;e;171479;e;162661;e;334137;e;169661;e;162150;e;331806;e;172566;e;163795;e;336361;e
;Fachhochschulreife;3805;e;4436;e;8241;e;4132;e;5061;e;9193;e;4636;e;5524;e;10160;e;5214;e;6072;e;11286;e;5693;e;6389;e;12082;e;5231;e;6064;e;11295;e;5476;e;6207;e;11683;e;5897;e;6510;e;12407;e;6677;e;7583;e;14260;e;6562;e;7506;e;14068;e;6538;e;7641;e;14179;e;6383;e;6929;e;13312;e;6406;e;7049;e;13455;e;6525;e;7244;e;13769;e;6649;e;7296;e;13945;e;560;e;508;e;1068;e;442;e;399;e;841;e;500;e;473;e;973;e;417;e;361;e;778;e;336;e;292;e;628;e;438;e;462;e;900;e;318;e;306;e;624;e;471;e;441;e;912;e;434;e;415;e;849;e;401;e;369;e;770;e;405;e;397;e;802;e
;Allgemeine Hochschulreife;97504;e;119742;e;217246;e;100019;e;125826;e;225845;e;101080;e;128625;e;229705;e;94057;e;119956;e;214013;e;96708;e;126546;e;223254;e;96852;e;125446;e;222298;e;97984;e;128411;e;226395;e;100052;e;131413;e;231465;e;107140;e;136878;e;244018;e;113320;e;145856;e;259176;e;117188;e;149362;e;266550;e;118908;e;149650;e;268558;e;119118;e;149076;e;268194;e;138966;e;172200;e;311166;e;138269;e;166903;e;305172;e;144817;e;174476;e;319293;e;127019;e;153471;e;280490;e;131115;e;156747;e;287862;e;135072;e;162095;e;297167;e;131138;e;156160;e;287298;e;128094;e;154455;e;282552;e;125055;e;152256;e;277308;e;111567;e;135669;e;247236;e;118152;e;145276;e;263428;e;115720;e;143624;e;259344;e;117636;e;141594;e;259230;e
;Insgesamt;472121;e;447945;e;920066;e;475949;e;456546;e;932495;e;476066;e;457550;e;933616;e;473494;e;453358;e;926852;e;476530;e;459877;e;936407;e;483269;e;464618;e;947887;e;500920;e;485397;e;986317;e;488378;e;470107;e;958485;e;495349;e;474249;e;969598;e;490750;e;474294;e;965044;e;470905;e;458626;e;929531;e;450770;e;442791;e;893561;e;438204;e;427112;e;865316;e;445008;e;437905;e;882913;e;439463;e;429327;e;868790;e;452410;e;442924;e;895334;e;433207;e;417514;e;850721;e;432245;e;414067;e;846312;e;437367;e;418244;e;855611;e;428564;e;403243;e;831807;e;420072;e;392094;e;812166;e;411765;e;389046;e;800811;e;386082;e;363864;e;749946;e;393046;e;375145;e;768191;e;392165;e;377246;e;769411;e;400989;e;381434;e;782423;e
__________
"Ab 2012/13:
Mittlerer Schulabschluss einschließlich schulischer Teil der
Fachhochschulreife.

Gymnasien (G9):
Bis Berichtsjahr 2006/2007 werden alle Gymnasien unter
""Gymnasien (G9)"" ausgewiesen."
© Statistisches Bundesamt (Destatis), 2025
Stand: 26.09.2025 / 19:40:48
